C.tr content.tsv
Level	Esperanto	tr	en-us	Grupo	Alternativoj	Pronoco
level	paskvilo	bir pasquinade, bir taşlama	a pasquinade, a lampoon	grupo	alternativoj	prononco
level	pedalo	bir pedal, bir pedal	a pedal, a treadle	grupo	alternativoj	prononco
level	ŝovinisto	bir şovenist, bir şovenist	a chauvinist, a jingoist	grupo	alternativoj	prononco
level	dekano	bir dekan	a dean	grupo	alternativoj	prononco
level	vervo	bir şevk, bir canlılık, bir ilham, bir neşe	a verve, a vivacity, an inspiration, a brio	grupo	alternativoj	prononco
level	polko	bir puantiye	a polka	grupo	alternativoj	prononco
level	pomado	bir pomat, bir merhem	a pomade, an ointment	grupo	alternativoj	prononco
level	pulĉinelo	yumruk (komik aktör)	a punch (a comic actor)	grupo	alternativoj	prononco
level	prozodio	bir prozodi	a prosody	grupo	alternativoj	prononco
level	apelacii	itiraz etmek	to appeal	grupo	alternativoj	prononco
level	rebuso	bir bilmece, bir bulmaca	a rebus, a puzzle	grupo	alternativoj	prononco
level	sekundanto	bir saniye (düellodaki bir arkadaş)	a second (a friend in a duel)	grupo	alternativoj	prononco
level	skerco	bir scherzo	a scherzo	grupo	alternativoj	prononco
level	solisto	solist	a soloist	grupo	alternativoj	prononco
level	sonato	bir sonat	a sonata	grupo	alternativoj	prononco
level	hipnoto	hipnoz	a hypnosis	grupo	alternativoj	prononco
level	terceto	bir üçlü, bir tercet	a trio, a tercet	grupo	alternativoj	prononco
level	koincidi	uyuşmak, aynı fikirde olmak	to coincide, to concur	grupo	alternativoj	prononco
level	torpedo	bir torpido	a torpedo	grupo	alternativoj	prononco
level	tragikomedio	bir trajikomedi	a tragicomedy	grupo	alternativoj	prononco
level	mitro	bir gönye, bir gönye	a mitre, a miter	grupo	alternativoj	prononco
level	unisono	bir uyum	a unison	grupo	alternativoj	prononco
level	uverturo	bir uvertür	an overture	grupo	alternativoj	prononco
level	velocipedo	hızlı	a velociped	grupo	alternativoj	prononco
level	visto	bir ıslık	a whist	grupo	alternativoj	prononco
level	zuavo	bir zouave	a zouave	grupo	alternativoj	prononco
level	aerolito	bir aerolit, bir göktaşı	an aerolite, a meteorite	grupo	alternativoj	prononco
level	agato	bir akik	an agate	grupo	alternativoj	prononco
level	ambro	bir kehribar	an amber	grupo	alternativoj	prononco
level	aneksi	ek	annex	grupo	alternativoj	prononco
level	areometro	yoğunluk ölçer, areometre	a densimeter, an areometer	grupo	alternativoj	prononco
level	astrologio	bir astroloji	an astrology	grupo	alternativoj	prononco
level	anarkio	anarşi	an anarchy	grupo	alternativoj	prononco
level	astrologo	astrolog, astrolog	an astrologist, an astrologer	grupo	alternativoj	prononco
level	stoika	metanetli, metanetli	stoic, stoical	grupo	alternativoj	prononco
level	pedelo	bir papaz, bir uygulayıcı, bir mübaşir	a beadle, an apparitor, an usher	grupo	alternativoj	prononco
level	malto	malt	malt	grupo	alternativoj	prononco
level	barometro	bir barometre	a barometer	grupo	alternativoj	prononco
level	bromo	bir brom	a bromine	grupo	alternativoj	prononco
level	kvintesenco	bir özet	a quintessence	grupo	alternativoj	prononco
level	diagonalo	bir diyagonal	a diagonal	grupo	alternativoj	prononco
level	elipso	bir elips	an ellipse	grupo	alternativoj	prononco
level	emulsio	bir emülsiyon	an emulsion	grupo	alternativoj	prononco
level	glicerino	bir gliserino	a glicerino	grupo	alternativoj	prononco
level	patologio	patoloji	pathology	grupo	alternativoj	prononco
level	koeficiento	bir katsayı	a coefficient	grupo	alternativoj	prononco
level	divizio	askeri bir bölüm	a military division	grupo	alternativoj	prononco
level	koncedi	kabul etmek, kabul etmek, kabul etmek	to concede, to admit, to grant	grupo	alternativoj	prononco
level	reformacio	reformasyon, Reformasyon	a reformation, Reformation	grupo	alternativoj	prononco
level	magnetismo	manyetizma	magnetism	grupo	alternativoj	prononco
level	pedagogo	bir pedagog, bir eğitimci	a pedagogue, an educator	grupo	alternativoj	prononco
level	parafino	parafin, parafin mumu	paraffin, paraffin wax	grupo	alternativoj	prononco
level	pneŭmatiko	pnömatik	pneumatics	grupo	alternativoj	prononco
level	retorto	imbik (cam kap)	a retort (glass vessel)	grupo	alternativoj	prononco
level	diademo	bir taç, bir taç	a diadem, a coronet	grupo	alternativoj	prononco
level	rombo	bir eşkenar dörtgen, bir kalkan	a rhombus, a turbot	grupo	alternativoj	prononco
level	stearino	bir stearin	a stearine	grupo	alternativoj	prononco
level	kontrabando	kaçakçılık, kaçakçılık	a contraband, a smuggling	grupo	alternativoj	prononco
level	zodiako	bir zodyak, Zodyak	a zodiac, Zodiac	grupo	alternativoj	prononco
level	gotika	gotik	gothic	grupo	alternativoj	prononco
level	advento	Advent	Advent	grupo	alternativoj	prononco
level	akcizo	ÖTV	excise tax	grupo	alternativoj	prononco
level	samovaro	semaver (çay ısıtmak için kullanılan metal kap)	a samovar (metal container to heat tea)	grupo	alternativoj	prononco
level	fetiĉo	fetiş (nesnelere duyulan cinsel çekim)	a fetish (sexual attraction to objects)	grupo	alternativoj	prononco
level	apologo	özür (=fablo)	apologue (=fablo)	grupo	alternativoj	prononco
level	asesoro	bir değerlendirici, bir danışman	an assessor, an advisory	grupo	alternativoj	prononco
level	oksido	bir oksit	an oxide	grupo	alternativoj	prononco
level	apokrifa	uydurma, sahte	apocryphal, spurious	grupo	alternativoj	prononco
level	efemera	geçici, kısa ömürlü, geçici	ephemeral, short-lived, transient	grupo	alternativoj	prononco
level	arbitracio	Tahkim	arbitration	grupo	alternativoj	prononco
level	bariero	bir bariyer, bir barikat	a barrier, a barricade	grupo	alternativoj	prononco
level	renesanco	Rönesans	Renaissance	grupo	alternativoj	prononco
level	imperativo	zorunlu	imperative	grupo	alternativoj	prononco
level	monarko	bir hükümdar	a monarch	grupo	alternativoj	prononco
level	indigo	çivit mavisi	indigo blue	grupo	alternativoj	prononco
level	diakono	bir diyakoz	a deacon	grupo	alternativoj	prononco
level	erudicio	bilgelik, burs	erudition, scholarship	grupo	alternativoj	prononco
level	inflamo	iltihap	inflammation	grupo	alternativoj	prononco
level	maŭzoleo	Türbe	mausoleum	grupo	alternativoj	prononco
level	hekatombo	hekatomb	hecatomb	grupo	alternativoj	prononco
level	anemono	anemon	anemone	grupo	alternativoj	prononco
level	teoremo	bir teorem	a theorem	grupo	alternativoj	prononco
level	didaktiko	didaktik, pedagoji	didactics, pedagogy	grupo	alternativoj	prononco
level	inkvizitoro	bir sorgulayıcı	an inquisitor	grupo	alternativoj	prononco
level	konsekri	kutsamak, taç giymek, emretmek	to consecrate, to coronate, to ordain	grupo	alternativoj	prononco
level	harmoniko	harmonikler	harmonics	grupo	alternativoj	prononco
level	kabalo	Kabala (kabala)	Cabbalah (kabbalah)	grupo	alternativoj	prononco
level	kadeto	bir öğrenci	a cadet	grupo	alternativoj	prononco
level	kanoniko	bir kanon	a canon	grupo	alternativoj	prononco
level	panelo	bir panel	a panel	grupo	alternativoj	prononco
level	kaporalo	bir onbaşı	a corporal	grupo	alternativoj	prononco
level	inerta	hareketsiz	inert	grupo	alternativoj	prononco
level	erupcio	patlama	eruption	grupo	alternativoj	prononco
level	obligacio	bir tahvil, bir tahvil	a bond, a debenture	grupo	alternativoj	prononco
level	bilardo	bilardo	billiards	grupo	alternativoj	prononco
level	prelato	bir piskopos	a prelate	grupo	alternativoj	prononco
level	nuncio	bir nuncio (dini diplomat)	a nuncio (an ecclesiastical diplomat)	grupo	alternativoj	prononco
level	humo	humus	humus	grupo	alternativoj	prononco
level	rismo	top (500 sayfa kağıt)	ream (500 sheets of paper)	grupo	alternativoj	prononco
level	rojalisto	kralcı	a royalist	grupo	alternativoj	prononco
level	aplombo	özgüven, kendine güven	aplomb, self-assurance	grupo	alternativoj	prononco
level	saldo	Denge hesabı)	balance (account)	grupo	alternativoj	prononco
level	parabolo	bir parabol, bir benzetme	a parabola, a parable	grupo	alternativoj	prononco
level	satrapo	bir satrap	a satrap	grupo	alternativoj	prononco
level	laguno	bir lagün	a lagoon	grupo	alternativoj	prononco
level	sinodo	bir sinod, bir toplantı	a synod, a convocation	grupo	alternativoj	prononco
level	kardinalo	bir kardinal	a cardinal	grupo	alternativoj	prononco
level	sociologio	sosyoloji	sociology	grupo	alternativoj	prononco
level	sofisto	bir sofist	a sophist	grupo	alternativoj	prononco
level	spiritisto	bir şaman, bir maneviyatçı	a shaman, a spiritualist	grupo	alternativoj	prononco
level	laiko	meslekten olmayan, profesyonel olmayan	a layman, a non-professional	grupo	alternativoj	prononco
level	sutano	bir soutan, bir cüppe	a soutane, a cassock	grupo	alternativoj	prononco
level	anakronismo	anakronizm	anachronism	grupo	alternativoj	prononco
level	tonsuro	başın tepesini traş etmek	tonsure	grupo	alternativoj	prononco
level	transito	bir transit	a transit	grupo	alternativoj	prononco
level	ovacio	alkış	an ovation	grupo	alternativoj	prononco
level	romanco	romantik bir şarkı (şarkı), romantik bir şarkı	a romance (song), a romantic song	grupo	alternativoj	prononco
level	prioro	bir önceki (dini unvan)	a prior (ecclesiastical title)	grupo	alternativoj	prononco
level	prototipo	bir prototip	a prototype	grupo	alternativoj	prononco
level	dalio	bir yıldız çiçeği	a dahlia	grupo	alternativoj	prononco
level	anagramo	bir anagram	an anagram	grupo	alternativoj	prononco
level	anapesto	anapest, anapest	anapest, anaepest	grupo	alternativoj	prononco
level	antitezo	bir antitez	an antithesis	grupo	alternativoj	prononco
level	friso	bir friz	a frieze	grupo	alternativoj	prononco
level	apozicio	bir başvuru	an apposition	grupo	alternativoj	prononco
level	asonanco	bir asonans	an assonance	grupo	alternativoj	prononco
level	aŭtografo	bir imza	an autograph	grupo	alternativoj	prononco
level	akcesora	aksesuar, teminat, ikincil	accessory, collateral, secondary	grupo	alternativoj	prononco
level	centigramo	bir santimetre	a centigram	grupo	alternativoj	prononco
level	centilitro	bir santilitre	a centilitre	grupo	alternativoj	prononco
level	cirkumflekso	inceltme işareti (vurgu)	a circumflex (accent)	grupo	alternativoj	prononco
level	decigramo	bir desigram	a decigram	grupo	alternativoj	prononco
level	lucerno	bir kilisede asılı bir lamba	a hanging lamp in a church	grupo	alternativoj	prononco
level	decilitro	bir desilitre	a deciliter	grupo	alternativoj	prononco
level	decimala	ondalık	decimal	grupo	alternativoj	prononco
level	decimetro	bir desimetre	a decimeter	grupo	alternativoj	prononco
level	dekagramo	bir dekagram	a decagram	grupo	alternativoj	prononco
level	fenikso	bir anka kuşu	a phoenix	grupo	alternativoj	prononco
level	dekalitro	bir dekalitre	a decalitre	grupo	alternativoj	prononco
level	dekametro	bir dekametre	a decametre	grupo	alternativoj	prononco
level	demonstrativo	açıklayıcı	demonstrative	grupo	alternativoj	prononco
level	bronko	bronşiyal tüp	a bronchial tube	grupo	alternativoj	prononco
level	drakmo	bir drahmi	a drachma	grupo	alternativoj	prononco
level	patricio	bir asilzade	a patrician	grupo	alternativoj	prononco
level	dualismo	bir dualizm	a dualism	grupo	alternativoj	prononco
level	lato	bir çıta	a lath	grupo	alternativoj	prononco
level	prostitui	fahişelik yapmak	to prostitute	grupo	alternativoj	prononco
level	etimologio	etimoloji	etymology	grupo	alternativoj	prononco
level	floreno	florin, floren	florin, floren	grupo	alternativoj	prononco
level	spondeo	sünger	spondee	grupo	alternativoj	prononco
level	heksametro	bir altıgen	a hexameter	grupo	alternativoj	prononco
level	hektogramo	bir hektogram	a hectogram	grupo	alternativoj	prononco
level	hektolitro	bir hektolitre	a hectolitre	grupo	alternativoj	prononco
level	hektometro	hektometre	a hectometre	grupo	alternativoj	prononco
level	imperfekto	kusurlu	imperfect	grupo	alternativoj	prononco
level	indikativo	gösterge niteliğinde	indicative	grupo	alternativoj	prononco
level	arkeologio	arkeoloji (=arĥeologio)	archeology (=arĥeologio)	grupo	alternativoj	prononco
level	korelativa	bir bağıntılı	a correlative	grupo	alternativoj	prononco
level	logogrifo	bir logogriph, bir bulmaca	a logogriph, a puzzle	grupo	alternativoj	prononco
level	metriko	ölçümler	metrics	grupo	alternativoj	prononco
level	trofeo	bir kupa	a trophy	grupo	alternativoj	prononco
level	miriametro	bir miriametre	a miriameter	grupo	alternativoj	prononco
level	monogramo	bir monogram	a monogram	grupo	alternativoj	prononco
level	salvo	bir salvo, bir patlama, bir yaylım ateşi	a salvo, a burst, a fusillade	grupo	alternativoj	prononco
level	obolo	bir obolus, bir obol	an obolus, an obol	grupo	alternativoj	prononco
level	optativo	isteğe bağlı	optative	grupo	alternativoj	prononco
level	paleografio	paleografi	paleography	grupo	alternativoj	prononco
level	parafrazo	bir açıklama	a paraphrase	grupo	alternativoj	prononco
level	paradigmo	bir paradigma	a paradigm	grupo	alternativoj	prononco
level	pentametro	bir beşli ölçü	a pentameter	grupo	alternativoj	prononco
level	piastro	bir kuruş	a piastre	grupo	alternativoj	prononco
level	pleonasmo	bir pleonazm, bir fazlalık	a pleonasm, a redundancy	grupo	alternativoj	prononco
level	preterito	bir bahane, geçmiş zaman	a pretrite, a past tense	grupo	alternativoj	prononco
level	silogismo	bir kıyas	a syllogism	grupo	alternativoj	prononco
level	spektro	bir spektrum	a spectrum	grupo	alternativoj	prononco
level	solecismo	tekçilik	a solecism	grupo	alternativoj	prononco
level	hierarkio	hiyerarşi (=hiyerarşi)	hierarchy (=hierarĥio)	grupo	alternativoj	prononco
level	subjunktivo	dilek kipi	subjunctive	grupo	alternativoj	prononco
level	spontanea	doğal	spontaneous	grupo	alternativoj	prononco
level	amuleto	bir muska	an amulet	grupo	alternativoj	prononco
level	tropo	bir kinaye	a trope	grupo	alternativoj	prononco
level	atributo	bir özellik	an attribute	grupo	alternativoj	prononco
level	kluki	gıdaklamak	to cluck	grupo	alternativoj	prononco
level	akvilegio	bir columbine, bir aquilegia	a columbine, an aquilegia	grupo	alternativoj	prononco
level	anagalo	kızıl pezevenk (Anagallis)	a scarlet pimpernel (Anagallis)	grupo	alternativoj	prononco
level	angeliko	bir melekotu	an angelica	grupo	alternativoj	prononco
level	aorto	bir aort	an aorta	grupo	alternativoj	prononco
level	apio	Apia, yabani bir kereviz, Apium	Apia, a wild celery, Apium	grupo	alternativoj	prononco
level	arniko	arnika, leoparın felaketi, Arnica montana	arnica, leopard's bane, Arnica montana	grupo	alternativoj	prononco
level	fjordo	fiyort, ateş	fjord, firth	grupo	alternativoj	prononco
level	atavismo	atavizm	atavism	grupo	alternativoj	prononco
level	balzamino	bir balsam, sabırsız (Balsamina)	a balsam, impatiens (Balsamina)	grupo	alternativoj	prononco
level	bisturio	bir bistüri	a bistoury	grupo	alternativoj	prononco
level	bronkito	bronşit	bronchitis	grupo	alternativoj	prononco
level	celulozo	selüloz	cellulose	grupo	alternativoj	prononco
level	ciklopo	Tepegöz	Cyclops	grupo	alternativoj	prononco
level	endivio	bir hindiba, bir hindiba (Cichorium endivia)	an endive, a chicory (Cichorium endivia)	grupo	alternativoj	prononco
level	balado	bir balad	a ballade	grupo	alternativoj	prononco
level	entomologio	böcek bilimi	entomology	grupo	alternativoj	prononco
level	erizipelo	erizipeller	erysipelas	grupo	alternativoj	prononco
level	haremo	harem (müslüman kadınların odası)	a harem (muslim women's room)	grupo	alternativoj	prononco
level	dedukti	sonuç çıkarmak	to deduce	grupo	alternativoj	prononco
level	eŭnuko	hadım	an eunuch	grupo	alternativoj	prononco
level	korsaĵo	bir korsaj, bir korse	a corsage, a bodice	grupo	alternativoj	prononco
level	garolo	bir alakarga (Garrulus)	a jay (Garrulus)	grupo	alternativoj	prononco
level	ĉifro	bir şifre, bir kod, bir kombinasyon	a cipher, a code, a combination	grupo	alternativoj	prononco
level	orbito	bir yörünge	an orbit	grupo	alternativoj	prononco
level	harpio	harpy, harpy kartalı	harpy, a harpy eagle	grupo	alternativoj	prononco
level	heliotropo	heliotrop, Heliotropium	heliotrope, Heliotropium	grupo	alternativoj	prononco
level	hermafrodita	hermafrodit	hermaphrodite	grupo	alternativoj	prononco
level	polipo	bir polip	a polyp	grupo	alternativoj	prononco
level	hidroterapio	hidroterapi	hydrotherapy	grupo	alternativoj	prononco
level	hipertrofio	hipertrofi	hypertrophy	grupo	alternativoj	prononco
level	hisopo	mercanköşkotu (Hyssopus)	hyssop (Hyssopus)	grupo	alternativoj	prononco
level	fresko	fresk	fresco	grupo	alternativoj	prononco
level	humero	kol kemiği	humerus	grupo	alternativoj	prononco
level	hegemonio	hegemonya, hakimiyet	hegemony, dominance	grupo	alternativoj	prononco
level	ilekso	bir ilex, bir kutsal	an ilex, a holly	grupo	alternativoj	prononco
level	irido	bir iris (çiçek)	an iris (flower)	grupo	alternativoj	prononco
level	kalendulo	calendula, kadife çiçeği	calendula, a marigold	grupo	alternativoj	prononco
level	kanabeno	bir keten kuşu	a linnet	grupo	alternativoj	prononco
level	blokado	abluka	blockade	grupo	alternativoj	prononco
level	kokono	bir koza	a cocoon	grupo	alternativoj	prononco
level	kondoro	bir akbaba	a condor	grupo	alternativoj	prononco
level	bojkoti	boykot etmek	to boycott	grupo	alternativoj	prononco
level	konvolvulo	bir convolvulus, bir sabah sefası, bir gündüzsefası	a convolvulus, a morning glory, a bindweed	grupo	alternativoj	prononco
