C.fr content.tsv
Level	Esperanto	fr	en-us	Grupo	Alternativoj	Pronoco
level	estono	un Estonien	an Estonian	grupo	alternativoj	prononco
level	paralelogramo	un parallélogramme	a parallelogram	grupo	alternativoj	prononco
level	perimetro	un périmètre	a perimeter	grupo	alternativoj	prononco
level	segmento	un segment	a segment	grupo	alternativoj	prononco
level	sifono	un siphon	a siphon	grupo	alternativoj	prononco
level	stalagmito	une stalagmite	a stalagmite	grupo	alternativoj	prononco
level	stalaktito	une stalactite	a stalactite	grupo	alternativoj	prononco
level	striknino	strychnine	strychnine	grupo	alternativoj	prononco
level	ekskomuniki	excommunier	to excommunicate	grupo	alternativoj	prononco
level	talko	talc, craie française	talc, french chalk	grupo	alternativoj	prononco
level	tangento	tangente	tangent	grupo	alternativoj	prononco
level	trapezo	un trapèze, un trapèze	a trapeze, a trapezoid	grupo	alternativoj	prononco
level	trigonometrio	trigonométrie	trigonometry	grupo	alternativoj	prononco
level	vazelino	vaseline, vaseline	vaseline, petroleum jello	grupo	alternativoj	prononco
level	talmudo	Talmud	Talmud	grupo	alternativoj	prononco
level	abnegacio	abnégation, renoncement à soi	abnegation, self-denial	grupo	alternativoj	prononco
level	alibio	un alibi	an alibi	grupo	alternativoj	prononco
level	koncesii	concéder, concéder sous licence, franchiser	to concede, to license, to franchise	grupo	alternativoj	prononco
level	abituriento	un diplômé du secondaire, un baccalauréat	a high-school graduate, a bachelor	grupo	alternativoj	prononco
level	bramano	Brahman, brahmane	Brahman, brahmin	grupo	alternativoj	prononco
level	demagogo	un démagogue	a demagogue	grupo	alternativoj	prononco
level	etnografio	ethnographie	ethnography	grupo	alternativoj	prononco
level	fakiro	un fakir, un faquir	a fakir, a faquir	grupo	alternativoj	prononco
level	aŭreolo	une auréole, une aura, un halo (=nimbo)	an aureole, a aura, a halo (=nimbo)	grupo	alternativoj	prononco
level	mentoro	un mentor	a mentor	grupo	alternativoj	prononco
level	pesimisto	un pessimiste	a pessimist	grupo	alternativoj	prononco
level	feministo	une féministe	a feminist	grupo	alternativoj	prononco
level	hetmano	un hetman	a hetman	grupo	alternativoj	prononco
level	binoklo	jumelles	binoculars	grupo	alternativoj	prononco
level	kalifo	calife	caliph	grupo	alternativoj	prononco
level	diluvo	un déluge, une inondation	a deluge, a flood	grupo	alternativoj	prononco
level	kaŭcio	une caution, un engagement	a bail, a recognizance	grupo	alternativoj	prononco
level	kodicilo	un codicille	a codicil	grupo	alternativoj	prononco
level	kongregacio	une congrégation	a congregation	grupo	alternativoj	prononco
level	konsistorio	un consistoire	a consistory	grupo	alternativoj	prononco
level	kvestoro	un questeur	a quaestor	grupo	alternativoj	prononco
level	lamao	Lama	Lama	grupo	alternativoj	prononco
level	stenografi	à la sténographie, à la sténographie	to stenography, to write shorthand	grupo	alternativoj	prononco
level	mandareno	un mandarin (officier)	a mandarin (officer)	grupo	alternativoj	prononco
level	mediumo	un médium	a medium	grupo	alternativoj	prononco
level	metempsikozo	métempsychose, réincarnation	metempsychosis, reincarnation	grupo	alternativoj	prononco
level	monoteismo	monothéisme	monotheism	grupo	alternativoj	prononco
level	pivoto	un pivot	a pivot	grupo	alternativoj	prononco
level	nepotismo	népotisme	nepotism	grupo	alternativoj	prononco
level	sortimento	assortiment, une sélection de variété	assortment, a selection of variety	grupo	alternativoj	prononco
level	nihilismo	nihilisme	nihilism	grupo	alternativoj	prononco
level	nihilisto	un nihiliste	a nihilist	grupo	alternativoj	prononco
level	nimbo	un nimbe, un halo	a nimbus, a halo	grupo	alternativoj	prononco
level	numismatiko	numismatique	numismatics	grupo	alternativoj	prononco
level	cisterno	une citerne, un réservoir, un camion-citerne	a cistern, a reservoir, a tanker	grupo	alternativoj	prononco
level	ostracismo	ostracisme	ostracism	grupo	alternativoj	prononco
level	panteismo	panthéisme	pantheism	grupo	alternativoj	prononco
level	panteisto	un panthéiste	a pantheist	grupo	alternativoj	prononco
level	spekulativa	spéculatif	speculative	grupo	alternativoj	prononco
level	parafo	un paragraphe, des initiales	a paraph, an initials	grupo	alternativoj	prononco
level	poliso	une police d'assurance	an insurance policy	grupo	alternativoj	prononco
level	politeismo	polythéisme	polytheism	grupo	alternativoj	prononco
level	prerogativo	une prérogative	a prerogative	grupo	alternativoj	prononco
level	protektorato	un protectorat	a protectorate	grupo	alternativoj	prononco
level	prozelito	un prosélyte, un converti	a proselyte, a convert	grupo	alternativoj	prononco
level	racionalismo	rationalisme	rationalism	grupo	alternativoj	prononco
level	racionalisto	un rationaliste	a rationalist	grupo	alternativoj	prononco
level	sinoptika	synoptique	synoptic	grupo	alternativoj	prononco
level	skolastiko	scolastique	scholasticism	grupo	alternativoj	prononco
level	spiritualismo	spiritualisme, spiritualité	spiritualism, spirituality	grupo	alternativoj	prononco
level	spiritualisto	un spiritualiste	a spiritualist	grupo	alternativoj	prononco
level	pamfleto	un dépliant	a pamphlet	grupo	alternativoj	prononco
level	taroko	tarot, taroc	tarot, taroc	grupo	alternativoj	prononco
level	teismo	théisme	theism	grupo	alternativoj	prononco
level	teisto	un théiste	a theist	grupo	alternativoj	prononco
level	teokratio	une théocratie	a theocracy	grupo	alternativoj	prononco
level	trusto	une fiducie commerciale	a business trust	grupo	alternativoj	prononco
level	ukazo	un oukase	a ukase	grupo	alternativoj	prononco
level	ultimato	un ultimatum	an ultimatum	grupo	alternativoj	prononco
level	ŝaho	Shah	Shah	grupo	alternativoj	prononco
level	gramofono	un gramophone	a gramophone	grupo	alternativoj	prononco
level	kreditoro	un créancier	a creditor	grupo	alternativoj	prononco
level	ideografio	une idéographie, une écriture picturale	an ideography, a picture writing	grupo	alternativoj	prononco
level	idiotismo	une expression idiomatique	an idiomatic expression	grupo	alternativoj	prononco
level	indukti	induire, déduire, généraliser	to induce, to infer, to generalize	grupo	alternativoj	prononco
level	nominala	nominal	nominal	grupo	alternativoj	prononco
level	arkipelago	archipel (=arĥipelago)	archipelago (=arĥipelago)	grupo	alternativoj	prononco
level	stenografio	sténographie, sténographie	stenography, shorthand	grupo	alternativoj	prononco
level	ornitologio	ornithologie	ornithology	grupo	alternativoj	prononco
level	rekremento	résidus, coques, lie, draille	residue, husks, dregs, draff	grupo	alternativoj	prononco
level	bombasto	une explosion, pompage	a bombast, pumping	grupo	alternativoj	prononco
level	geologo	un géologue	a geologist	grupo	alternativoj	prononco
level	edikto	un édit, un décret	an edict, a decree	grupo	alternativoj	prononco
level	bareliefo	un bas-relief	a bas-relief	grupo	alternativoj	prononco
level	kariolo	un piège, une charrette à chien	a trap, a dog cart	grupo	alternativoj	prononco
level	konfekcio	une confection, un costume prêt à l'emploi	a confection, a ready-made suit	grupo	alternativoj	prononco
level	empirio	un empirie, l'empirisme	an empiry, empiricism	grupo	alternativoj	prononco
level	navigacio	la navigation	navigation	grupo	alternativoj	prononco
level	observatorio	un observatoire	an observatory	grupo	alternativoj	prononco
level	abdiki	abdiquer, démissionner	to abdicate, to resign	grupo	alternativoj	prononco
level	admiralitato	amirauté	admiralty	grupo	alternativoj	prononco
level	anarĥio	anarchie (=anarkio)	anarchy (=anarkio)	grupo	alternativoj	prononco
level	geografo	un géographe	a geographer	grupo	alternativoj	prononco
level	aĝio	un agio, une prime	an agio, a premium	grupo	alternativoj	prononco
level	aŭtokratio	autocratie	autocracy	grupo	alternativoj	prononco
level	demagogio	démagogie, démagogie	demagogy, demagoguery	grupo	alternativoj	prononco
level	doko	un quai, un bassin (yacht, bateau, navire)	a dock, a basin (yacht, boat, ship)	grupo	alternativoj	prononco
level	eminenco	Éminence	Eminence	grupo	alternativoj	prononco
level	komandito	une société en commandite	a limited partnership	grupo	alternativoj	prononco
level	inaŭguracio	une inauguration	an inauguration	grupo	alternativoj	prononco
level	biologo	un biologiste	a biologist	grupo	alternativoj	prononco
level	katekisto	un catéchiste (=kateĥisto)	a catechist (=kateĥisto)	grupo	alternativoj	prononco
level	glukozo	glucose (=glikozo)	glucose (=glikozo)	grupo	alternativoj	prononco
level	fiziologo	un physiologiste	a physiologist	grupo	alternativoj	prononco
level	katekizi	catéchiser, croiser la question (=kateĥizi)	to catechize, to cross question (=kateĥizi)	grupo	alternativoj	prononco
level	pacifisto	un pacifiste	a pacifist	grupo	alternativoj	prononco
level	kontribucio	réparations	reparations	grupo	alternativoj	prononco
level	naturalismo	naturalisme	naturalism	grupo	alternativoj	prononco
level	oligarkio	oligarchie (=oligarĥio)	oligarchy (=oligarĥio)	grupo	alternativoj	prononco
level	pacifismo	pacifisme	pacifism	grupo	alternativoj	prononco
level	plutokratio	ploutocratie	plutocracy	grupo	alternativoj	prononco
level	realismo	le réalisme	realism	grupo	alternativoj	prononco
level	sociologo	un sociologue	a sociologist	grupo	alternativoj	prononco
level	kondicionalo	le conditionel	conditional tense	grupo	alternativoj	prononco
level	albino	un albinos	an albino	grupo	alternativoj	prononco
level	genciano	une gentiane (Gentiana)	a gentian (Gentiana)	grupo	alternativoj	prononco
level	genisto	un balai, un genévrier (Genista)	a broom, juniper tree (Genista)	grupo	alternativoj	prononco
level	korolo	une corolle (=florkrono)	a corolla (=florkrono)	grupo	alternativoj	prononco
level	lumbriko	un ver de terre (=tervermo)	a earthworm (=tervermo)	grupo	alternativoj	prononco
level	spleno	blues, déprime, mélancolie	blues, low spirits, melancholy	grupo	alternativoj	prononco
level	oleandro	un laurier-rose	an oleander	grupo	alternativoj	prononco
level	plantago	un plantago, plantain	a plantago, plantain	grupo	alternativoj	prononco
level	akvaforto	gravure	etching	grupo	alternativoj	prononco
level	aleno	un poinçon, un poinçon	a bradawl, an awl	grupo	alternativoj	prononco
level	bireto	une barrette, un béret	a biretta, a beret	grupo	alternativoj	prononco
level	fagoto	un basson	a bassoon	grupo	alternativoj	prononco
level	kastanjeto	une castagnette	a castanet	grupo	alternativoj	prononco
level	paŝtelo	un pastel, une craie, un crayon	a pastel, a chalk, a crayon	grupo	alternativoj	prononco
level	pelerino	une pèlerine, une cape	a pelerine, a cape	grupo	alternativoj	prononco
level	anilino	aniline (phénylamine)	aniline (phenylamine)	grupo	alternativoj	prononco
level	helico	une hélice, une hélice	a helix, a propeller	grupo	alternativoj	prononco
level	biografo	un biographe	a biographer	grupo	alternativoj	prononco
level	kalio	potassium	potassium	grupo	alternativoj	prononco
level	kinino	quinine	quinine	grupo	alternativoj	prononco
level	kloro	chlore	chlorine	grupo	alternativoj	prononco
level	latero	un côté (d'un polygone), une arête	a side (of a polygon), an edge	grupo	alternativoj	prononco
level	natrio	sodium	sodium	grupo	alternativoj	prononco
level	zefiro	un zéphyr	a zephyr	grupo	alternativoj	prononco
level	regento	un régent	a regent	grupo	alternativoj	prononco
level	vinkto	un rivet, une pervenche	a rivet, a periwinkle	grupo	alternativoj	prononco
level	vivisekcio	une vivisection	a vivisection	grupo	alternativoj	prononco
level	agronomo	un agronome, un agriculteur	an agronomist, an agriculturist	grupo	alternativoj	prononco
level	antropologo	un anthropologue	an anthropologist	grupo	alternativoj	prononco
level	bibliografo	un bibliographe	a bibliographer	grupo	alternativoj	prononco
level	entomologo	un entomologiste	an entomologist	grupo	alternativoj	prononco
level	etimologo	un étimologue	an etimologist	grupo	alternativoj	prononco
level	etiologo	un étiologue	an etiologist	grupo	alternativoj	prononco
level	etnografo	un ethnographe	an ethnographer	grupo	alternativoj	prononco
level	genealogo	un généalogiste	a genealogist	grupo	alternativoj	prononco
level	geometro	un géomètre	a geometrician	grupo	alternativoj	prononco
level	grafologo	un graphologue	a graphologist	grupo	alternativoj	prononco
level	homeopato	un homéopathe	a homeopathist	grupo	alternativoj	prononco
level	kartografo	un cartographe	a cartographer	grupo	alternativoj	prononco
level	kosmografo	un cosmographiste	a cosmographist	grupo	alternativoj	prononco
level	meteorologo	un météorologue	a meteorologist	grupo	alternativoj	prononco
level	mineralogo	un minéralogiste	a mineralogist	grupo	alternativoj	prononco
level	mitologo	un mythologue	a mythologist	grupo	alternativoj	prononco
level	oligarko	un oligarque (=oligarĥo)	an oligarch (=oligarĥo)	grupo	alternativoj	prononco
level	ornitologo	un ornithologue	an ornithologist	grupo	alternativoj	prononco
level	paleografo	un paléographe	a paleographer	grupo	alternativoj	prononco
level	paleontologo	un paléontologue	a paleontologist	grupo	alternativoj	prononco
level	patologo	un pathologiste	a pathologist	grupo	alternativoj	prononco
level	plutokrato	un ploutocrate	a plutocrat	grupo	alternativoj	prononco
level	teokrato	un théocrate	a theocrat	grupo	alternativoj	prononco
level	tipografo	un typographe	a typographer	grupo	alternativoj	prononco
level	topografo	un topographe	a topographer	grupo	alternativoj	prononco
level	zoologo	un zoologiste	a zoologist	grupo	alternativoj	prononco
level	aristokratio	aristocratie	aristocracy	grupo	alternativoj	prononco
level	arkaismo	archaïsme (=arĥaismo)	archaism (=arĥaismo)	grupo	alternativoj	prononco
level	difterio	diphtérie (=difterito)	diphtheria (=difterito)	grupo	alternativoj	prononco
level	fotografio	la photographie	photography	grupo	alternativoj	prononco
level	litografio	lithographie	lithography	grupo	alternativoj	prononco
level	tonelo	une tonne	a ton	grupo	alternativoj	prononco
level	vipero	un vipère (= vipuro)	a vipero (=vipuro)	grupo	alternativoj	prononco
level	kontrapunkto	contrepoint (une composition musicale)	counterpoint (a musical composing)	grupo	alternativoj	prononco
level	ĉizi	ciseler, tailler	to chisel, to carve	grupo	alternativoj	prononco
level	ĉe-metodo	une méthode che, une méthode directe d'enseignement de l'espéranto	a che-method, a direct method of teaching Esperanto	grupo	alternativoj	prononco
level	betono	un béton	a concrete	grupo	alternativoj	prononco
level	orgeno	un orgue (instrument de musique)	an organ (musical instrument)	grupo	alternativoj	prononco
level	orgasmo	un orgasme	an orgasm	grupo	alternativoj	prononco
level	rendevutabulo	une table de rendez-vous	a rendez-vous table	grupo	alternativoj	prononco
level	aboco	ABC, une introduction	ABC, a primer	grupo	alternativoj	prononco
level	bikonveksa	biconvexe	biconvex	grupo	alternativoj	prononco
level	bikonkava	biconcave	biconcave	grupo	alternativoj	prononco
level	aidoso	sida	AIDS	grupo	alternativoj	prononco
level	operatoro	un opérateur	an operator	grupo	alternativoj	prononco
level	opalo	une opale	an opal	grupo	alternativoj	prononco
level	prestidigito	un (tour) de magie	a magic (trick)	grupo	alternativoj	prononco
level	jaĥto	un yacht	a yacht	grupo	alternativoj	prononco
level	palpebrumi	cligner des yeux, cligner des yeux	to wink, to blink	grupo	alternativoj	prononco
level	lupe	comme un loup	like a wolf	grupo	alternativoj	prononco
level	haladzo	puant, puant	stench, stink	grupo	alternativoj	prononco
level	laborigi	faire travailler (quelqu'un)	to make (someone) to work	grupo	alternativoj	prononco
level	apetigi	mettre en appétit	to appetize	grupo	alternativoj	prononco
level	bokalo	un pot	a jar	grupo	alternativoj	prononco
level	liniilo	une règle, une règle	a ruler, a straightedge	grupo	alternativoj	prononco
level	metiejo	un atelier, un chantier, un studio	a workshop, a jobsite, a studio	grupo	alternativoj	prononco
