C.fa content.tsv
Level	Esperanto	fa	en-us	Grupo	Alternativoj	Pronoco
level	junko	عجله (گیاه علفی)	a rush (grassy plant)	grupo	alternativoj	prononco
level	projekcio	یک طرح ریزی	a projection	grupo	alternativoj	prononco
level	dekreto	یک فرمان	a decree	grupo	alternativoj	prononco
level	garnizono	یک پادگان	a garrison	grupo	alternativoj	prononco
level	aborti	سقط کردن، سقط کردن	to abort, to miscarry	grupo	alternativoj	prononco
level	nimfo	یک پوره	a nymph	grupo	alternativoj	prononco
level	parodio	یک تقلید، یک بورلسک	a parody, a burlesque	grupo	alternativoj	prononco
level	strategio	یک استراتژی	a strategy	grupo	alternativoj	prononco
level	aldo	یک آلتو (صدا)	an alto (voice)	grupo	alternativoj	prononco
level	monopolo	یک انحصار	a monopoly	grupo	alternativoj	prononco
level	vaki	خالی بودن	to be vacant	grupo	alternativoj	prononco
level	ci	تو، تو	thou, you	grupo	alternativoj	prononco
level	uragano	یک طوفان، یک گردباد	a hurricane, a tornado	grupo	alternativoj	prononco
level	mozaiko	یک موزاییک	a mosaic	grupo	alternativoj	prononco
level	estetiko	زیبایی شناسی	aesthetics	grupo	alternativoj	prononco
level	marĝeno	یک حاشیه	a margin	grupo	alternativoj	prononco
level	fiziologio	فیزیولوژی	physiology	grupo	alternativoj	prononco
level	atleto	یک ورزشکار	an athlete	grupo	alternativoj	prononco
level	gazo	یک گاز	a gauze	grupo	alternativoj	prononco
level	rigora	سختگیرانه	rigorous	grupo	alternativoj	prononco
level	anatomio	آناتومی	anatomy	grupo	alternativoj	prononco
level	estrado	یک سکو، یک صحنه	a platform, a stage	grupo	alternativoj	prononco
level	miniaturo	یک مینیاتور	a miniature	grupo	alternativoj	prononco
level	cigano	یک کولی	a gypsy	grupo	alternativoj	prononco
level	eksceso	یک افراط، یک عظمت	an excess, an enormity	grupo	alternativoj	prononco
level	karikaturo	یک کاریکاتور، یک کارتون	a caricature, a cartoon	grupo	alternativoj	prononco
level	katedro	یک میز مدرس، یک پست دانشگاه	a lecturer's desk, a university post	grupo	alternativoj	prononco
level	banala	پیش پا افتاده، معمولی	banal, commonplace	grupo	alternativoj	prononco
level	taktiko	یک تاکتیک، تاکتیک	a tactic, tactics	grupo	alternativoj	prononco
level	konfederacio	یک کنفدراسیون	a confederation	grupo	alternativoj	prononco
level	kokso	لگن	a hip, haunch	grupo	alternativoj	prononco
level	alegorio	یک تمثیل	an allegory	grupo	alternativoj	prononco
level	lavendo	یک اسطوخودوس	a lavender	grupo	alternativoj	prononco
level	zigzago	یک زیگزاگ	a zigzag	grupo	alternativoj	prononco
level	arkivo	یک آرشیو (=arĥivo)	an archive (=arĥivo)	grupo	alternativoj	prononco
level	sultano	سلطان	Sultan	grupo	alternativoj	prononco
level	femuro	یک ران، بالای ساق	a thigh, upper leg	grupo	alternativoj	prononco
level	bivako	یک کمپ، یک بیواک	a camp, a bivouac	grupo	alternativoj	prononco
level	blazono	یک بلبرینگ، یاتاقان های عاشقانه	a blazon, amorial bearings	grupo	alternativoj	prononco
level	panoramo	یک پانوراما	a panorama	grupo	alternativoj	prononco
level	ario	یک آریا، یک هوا	an aria, an air	grupo	alternativoj	prononco
level	protokolo	یک پروتکل	a protocol	grupo	alternativoj	prononco
level	pudingo	پودینگ، پودینگ	pudding, a pudding	grupo	alternativoj	prononco
level	simetrio	یک تقارن	a symmetry	grupo	alternativoj	prononco
level	filologo	یک فیلولوژیست	a philologist	grupo	alternativoj	prononco
level	psalmo	مزمور	psalm	grupo	alternativoj	prononco
level	talero	تالر (سکه نقره آلمان)	a thaler (German silver coin)	grupo	alternativoj	prononco
level	minareto	یک مناره	a minaret	grupo	alternativoj	prononco
level	farmacio	داروسازی، داروسازی (علم)	pharmaceutics, pharmacy (science)	grupo	alternativoj	prononco
level	sodo	یک نوشابه	a soda	grupo	alternativoj	prononco
level	akacio	یک اقاقیا	an acacia	grupo	alternativoj	prononco
level	majoro	یک سرگرد، یک فرمانده	a major, a commander	grupo	alternativoj	prononco
level	kavalerio	یک سواره نظام	a cavalry	grupo	alternativoj	prononco
level	metamorfozo	دگردیسی، دگرگونی	metamorphosis, transformation	grupo	alternativoj	prononco
level	marini	برای مرینیت کردن	to marinate	grupo	alternativoj	prononco
level	pantomimo	یک پانتومیم	a pantomime	grupo	alternativoj	prononco
level	spiralo	یک مارپیچ	a spiral	grupo	alternativoj	prononco
level	emblemo	یک نشان، یک لوگو	an emblem, a logo	grupo	alternativoj	prononco
level	derivi	به نتیجه رسیدن	to derive	grupo	alternativoj	prononco
level	konkurenco	یک مسابقه، یک رقابت تجاری	a competition, a commercial competition	grupo	alternativoj	prononco
level	tributo	ادای احترام	a tribute	grupo	alternativoj	prononco
level	klaki	کلیک کردن، پچ پچ کردن، شکستن	to click, to chatter, to crack	grupo	alternativoj	prononco
level	frakcio	یک جناح	a faction	grupo	alternativoj	prononco
level	teologio	الهیات	theology	grupo	alternativoj	prononco
level	sektoro	یک بخش، یک بخش از دایره	a sector, a sector of circle	grupo	alternativoj	prononco
level	sintezo	یک سنتز	a synthesis	grupo	alternativoj	prononco
level	farso	یک مسخره، یک شلاق	a farce, a slapstick	grupo	alternativoj	prononco
level	guldeno	یک گیلدر، یک گلدن	a guilder, a gulden	grupo	alternativoj	prononco
level	providenco	یک مشیت	a providence	grupo	alternativoj	prononco
level	skrupulo	یک ظلم، یک وظیفه شناسی، یک تردید	a scruple, a conscientiousness, a qualm	grupo	alternativoj	prononco
level	infanterio	یک پیاده نظام	an infantry	grupo	alternativoj	prononco
level	spasmo	یک اسپاسم	a spasm	grupo	alternativoj	prononco
level	rikani	تمسخر کردن، تمسخر آمیز خندیدن	to sneer, to laugh derisively	grupo	alternativoj	prononco
level	sondi	صدا کردن، کاوش کردن، درک کردن	to sound, to probe, to fathom	grupo	alternativoj	prononco
level	disciplino	یک رشته	a discipline	grupo	alternativoj	prononco
level	sarkasmo	یک طعنه	a sarcasm	grupo	alternativoj	prononco
level	Londono	لندن	London	grupo	alternativoj	prononco
level	arkitekturo	یک معماری (=arĥitekturo)	an architecture (=arĥitekturo)	grupo	alternativoj	prononco
level	antologio	گلچین	anthology	grupo	alternativoj	prononco
level	kanibalo	یک آدمخوار	a cannibal	grupo	alternativoj	prononco
level	Varsovio	ورشو	Warsaw	grupo	alternativoj	prononco
level	geologio	زمين شناسي	geology	grupo	alternativoj	prononco
level	leontodo	یک قاصدک	a dandelion	grupo	alternativoj	prononco
level	disĉiplo	یک شاگرد، یک پیرو	a disciple, a follower	grupo	alternativoj	prononco
level	kuirita rizo	یک برنج پخته	a cooked rice	grupo	alternativoj	prononco
level	ĝino	یک جین (نوشیدنی الکلی)	a gin (alcoholic beverage)	grupo	alternativoj	prononco
level	departemento	یک بخش	a department	grupo	alternativoj	prononco
level	remburita urso	یک خرس پر شده	a stuffed bear	grupo	alternativoj	prononco
level	baseno	یک حوض، یک استخر	a basin, a pool	grupo	alternativoj	prononco
level	poluri	جلا دادن، براق کردن، جلا دادن (چرم) (=ciri)	to polish, to shine, to polish (leather) (=ciri)	grupo	alternativoj	prononco
level	miaŭi	میو کردن، میو کردن	to meow, to mew	grupo	alternativoj	prononco
level	admiralo	یک دریاسالار، ارباب دریا	an admiral, Sea Lord	grupo	alternativoj	prononco
level	farbito	شکوه صبحگاهی (گل)	a morning glory (flower)	grupo	alternativoj	prononco
level	jodo	ید	iodine	grupo	alternativoj	prononco
level	kronologio	یک گاهشماری	a chronology	grupo	alternativoj	prononco
level	cinika	بدبینانه	cynical	grupo	alternativoj	prononco
level	filologio	فیلولوژی	philology	grupo	alternativoj	prononco
level	aksiomo	یک بدیهیات، یک سیستم بدیهی	an axiom, an axiomatic system	grupo	alternativoj	prononco
level	bardo	یک بارد	a bard	grupo	alternativoj	prononco
level	ĵargono	یک اصطلاح، یک اصطلاح عامیانه	a jargon, a slang	grupo	alternativoj	prononco
level	aritmetiko	حسابی	arithmetics	grupo	alternativoj	prononco
level	analoga	آنالوگ، مشابه	analog, analogous	grupo	alternativoj	prononco
level	aforismo	یک قصیده، یک ضرب المثل	an aphorism, a saying	grupo	alternativoj	prononco
level	kasto	یک کاست	a caste	grupo	alternativoj	prononco
level	antilopo	یک بز کوهی	an antelope	grupo	alternativoj	prononco
level	pledi	اعتراف کردن (در دادگاه)	to plead (in court)	grupo	alternativoj	prononco
level	narciso	یک نرگس، یک نرگس	a daffodil, a narcissus	grupo	alternativoj	prononco
level	adjutanto	یک آجودان، یک دستیار	an adjutant, an aide-de-camp	grupo	alternativoj	prononco
level	krucifikso	یک صلیب	a crucifix	grupo	alternativoj	prononco
level	ĵerzo	یک پیراهن	a jersey	grupo	alternativoj	prononco
level	hieno	یک کفتار	a hyena	grupo	alternativoj	prononco
level	epopeo	حماسه، شعر حماسی	a epic, a epic poem	grupo	alternativoj	prononco
level	busto	نیم تنه، نیم تنه	a bust, a torso	grupo	alternativoj	prononco
level	bordero	یک مرز	a border	grupo	alternativoj	prononco
level	kantato	کانتاتا	cantata	grupo	alternativoj	prononco
level	nomado	یک عشایر	a nomad	grupo	alternativoj	prononco
level	sakristio	جلیقه (در کلیسا)	a vestry (in a church)	grupo	alternativoj	prononco
level	felietono	یک فیلتون، یک ویژگی سریال	a feuilleton, a serial feature	grupo	alternativoj	prononco
level	prefekto	یک بخشدار	a prefect	grupo	alternativoj	prononco
level	diafana	دیافان، شفاف، نیمه شفاف	diaphanous, transparent, translucent	grupo	alternativoj	prononco
level	lazuro	لاجوردی، آبی آسمانی	azure, sky blue	grupo	alternativoj	prononco
level	pigmeo	یک کوتوله	a pygmy	grupo	alternativoj	prononco
level	miriado	بی شمار	a myriad	grupo	alternativoj	prononco
level	retoro	یک سخنور	a rhetorician	grupo	alternativoj	prononco
level	boksi	جعبه کردن	to box	grupo	alternativoj	prononco
level	optiko	اپتیک	optics	grupo	alternativoj	prononco
level	azilo	یک پناهگاه، یک پناهگاه	an asylum, a sanctuary	grupo	alternativoj	prononco
level	bastardo	یک حرامزاده	a bastard	grupo	alternativoj	prononco
level	feŭdo	یک دشمن، یک فئودال	a feud, a feudal	grupo	alternativoj	prononco
level	paroksismo	یک پاراکسیسم	a paroxysm	grupo	alternativoj	prononco
level	loterio	قرعه کشی، قرعه کشی	a lottery, a raffle	grupo	alternativoj	prononco
level	gasfornelo	یک محدوده گاز	a gas range	grupo	alternativoj	prononco
level	papiruso	یک پاپیروس	a papyrus	grupo	alternativoj	prononco
level	soneto	یک غزل	a sonnet	grupo	alternativoj	prononco
level	kelonio	یک لاک پشت	a turtle	grupo	alternativoj	prononco
level	moduli	تعدیل کردن	to modulate	grupo	alternativoj	prononco
level	ekspresa	بیان	express	grupo	alternativoj	prononco
level	despoto	یک مستبد	a despot	grupo	alternativoj	prononco
level	konfiski	مصادره کردن	to confiscate	grupo	alternativoj	prononco
level	depeŝo	یک ارسال، یک پیام فوری	a dispatch, an urgent message	grupo	alternativoj	prononco
level	angoro	یک اندوه، یک عذاب، یک پریشانی	an anguish, an agony, a distress	grupo	alternativoj	prononco
level	subrobo	یک لغزش، یک لباس زیر	a slip, a sub robe	grupo	alternativoj	prononco
level	oazo	یک واحه	an oasis	grupo	alternativoj	prononco
level	Rejno	راین	Rhine	grupo	alternativoj	prononco
level	epilepsio	یک صرع	an epilepsy	grupo	alternativoj	prononco
level	dogo	بولداگ، ماستیف	a bulldog, a mastiff	grupo	alternativoj	prononco
level	sakuro	شکوفه گیلاس (ژاپنی)	a cherry blossom (japanese)	grupo	alternativoj	prononco
level	arkitekto	یک معمار (=arĥitekto)	an architect (=arĥitekto)	grupo	alternativoj	prononco
level	emancipi	برای رهایی	to emancipate	grupo	alternativoj	prononco
level	nektaro	یک شهد	a nectar	grupo	alternativoj	prononco
level	trikoloreto	پانسی، مرض قلبی (گل)	a pansy, heartsease (flower)	grupo	alternativoj	prononco
level	buduaro	یک بودوار، یک میز آرایش	a boudoir, a dressing table	grupo	alternativoj	prononco
level	obtuza	کسل کننده، کسل کننده	obtuse, dull	grupo	alternativoj	prononco
level	tifo	تیفوس	typhus	grupo	alternativoj	prononco
level	letargio	بی حالی، بی حالی	lethargy, torpidity	grupo	alternativoj	prononco
level	astmo	آسم	asthma	grupo	alternativoj	prononco
level	ŝovinismo	یک شوونیسم	a chauvinism	grupo	alternativoj	prononco
level	kariero	یک شغل	a career	grupo	alternativoj	prononco
level	odo	یک قصیده	an ode	grupo	alternativoj	prononco
level	pupitro	یک سخنرانی، یک میز مدرسه	a lectern, a school desk	grupo	alternativoj	prononco
level	deklaracio	یک اعلامیه	a declaration	grupo	alternativoj	prononco
level	mistiko	یک عرفان، عرفان	a mystique, mysticism	grupo	alternativoj	prononco
level	bombardi	بمباران کردن	to bombard	grupo	alternativoj	prononco
level	maksimo	یک حداکثر	a maxim	grupo	alternativoj	prononco
level	lordo	خداوند	lord	grupo	alternativoj	prononco
level	balzamo	بلسان، مومیایی کردن	balsam, balm	grupo	alternativoj	prononco
level	breĉo	یک شکاف، یک شکاف	a breach, a gap	grupo	alternativoj	prononco
level	diftongo	یک دیفتونگ	a diphthong	grupo	alternativoj	prononco
level	sekto	یک فرقه	a sect	grupo	alternativoj	prononco
level	amoro	عشق، عشق جنسی	amour, a sexual love	grupo	alternativoj	prononco
level	dukato	دوکات (نقره، طلا)	a ducat (silver, gold)	grupo	alternativoj	prononco
level	elizii	حذف کردن	to elide	grupo	alternativoj	prononco
level	epigrafo	یک کتیبه، یک کتیبه	an epigraph, an inscription	grupo	alternativoj	prononco
level	epigramo	یک اپیگرام	an epigram	grupo	alternativoj	prononco
level	amputi	قطع کردن	to amputate	grupo	alternativoj	prononco
level	kursivo	یک نوشته شکسته	a cursive writing	grupo	alternativoj	prononco
level	faksimilo	یک فاکس	a facsimile	grupo	alternativoj	prononco
level	fiktiva	ساختگی، تخیلی	fictious, fictional	grupo	alternativoj	prononco
level	sireno	یک آژیر	a siren	grupo	alternativoj	prononco
level	fleksio	خم شدن	inflexion	grupo	alternativoj	prononco
