C.da content.tsv
Level	Esperanto	da	en-us	Grupo	Alternativoj	Pronoco
level	levilo (leviero)	en løftestang	a lever	grupo	alternativoj	prononco
level	lombardejo	en pantelånerbutik	a pawnshop	grupo	alternativoj	prononco
level	lulkanto	en vuggevise	a lullaby	grupo	alternativoj	prononco
level	malalta tajdo	et lavvande	a low tide	grupo	alternativoj	prononco
level	mefito	en skunk	a skunk	grupo	alternativoj	prononco
level	meteostacio	en meteostation	a meteostation	grupo	alternativoj	prononco
level	mielmonato	en honningmåne	a honey moon	grupo	alternativoj	prononco
level	mimo	en mime	a mime	grupo	alternativoj	prononco
level	miopulo	en nærsynet person	a near-sighted person	grupo	alternativoj	prononco
level	mokso	en moxibustion	a moxibustion	grupo	alternativoj	prononco
level	montra ŝranko	et udstillingsvindue	a showcase	grupo	alternativoj	prononco
level	mutacio	en mutation	a mutation	grupo	alternativoj	prononco
level	mutulo	en stum person	a mute person	grupo	alternativoj	prononco
level	nano	en dværg, en dværg, en lille person	a dwarf, a midget, a little person	grupo	alternativoj	prononco
level	NIFO	UFO	UFO	grupo	alternativoj	prononco
level	noktoklubo	en natklub	a nightclub	grupo	alternativoj	prononco
level	nutroĉeno	en fødekæde	a food chain	grupo	alternativoj	prononco
level	otario	en odder	an otter	grupo	alternativoj	prononco
level	palpebrumo	et blink, et blink	a wink, a blink	grupo	alternativoj	prononco
level	paralizito	en lammet person	a palsied person	grupo	alternativoj	prononco
level	paŝtejo (ranĉo)	en græsgang	a pasture	grupo	alternativoj	prononco
level	pastoro	en præst	a pastor	grupo	alternativoj	prononco
level	paviliono	en pavillon	a pavilion	grupo	alternativoj	prononco
level	pediatro	en børnelæge, en børnelæge	a paediatrician, a pediatrist	grupo	alternativoj	prononco
level	pego	en spætte	a woodpecker	grupo	alternativoj	prononco
level	pendola buso	en pendulbus	a pendulum bus	grupo	alternativoj	prononco
level	pesto	skadedyr, pest	pest, plague	grupo	alternativoj	prononco
level	pezlevo (-isto)	vægtløftning (en vægtløfter)	weightlifting (a weightlifter)	grupo	alternativoj	prononco
level	piĵamo	pyjamas, pyjamas	pajama, pyjama	grupo	alternativoj	prononco
level	planklumoj	fodlygter	footlights	grupo	alternativoj	prononco
level	plastika kirurgo	en plastikkirurg	a plastic surgeon	grupo	alternativoj	prononco
level	pordfosto	en dørstolpe	a doorpost	grupo	alternativoj	prononco
level	pordistejo	et vagtværelse, et pedelværelse	a guard room, a janitor room	grupo	alternativoj	prononco
level	printempa ekvinokso	en forårsjævndøgn	a spring equinox	grupo	alternativoj	prononco
level	projekciilo	en projektor	a projector	grupo	alternativoj	prononco
level	prokuroro	en anklager, en prokurist	a prosecutor, a procurator	grupo	alternativoj	prononco
level	pufpano (sponga ~)	et cremebrød	a custard bread	grupo	alternativoj	prononco
level	pulio	en remskive	a pulley	grupo	alternativoj	prononco
level	rabatvendo	et rabatsalg	a discount sales	grupo	alternativoj	prononco
level	radaro	en radar	a radar	grupo	alternativoj	prononco
level	radioaktiveco	en radioaktivitet	a radioactivity	grupo	alternativoj	prononco
level	radioaparato	en radio	a radio	grupo	alternativoj	prononco
level	remaĉado	vederlag	remunation	grupo	alternativoj	prononco
level	remilo	en åre	an oar	grupo	alternativoj	prononco
level	reta gazeto	et online magasin	an online magazine	grupo	alternativoj	prononco
level	rifuĝinto	en flygtning	a refugee	grupo	alternativoj	prononco
level	riglilo	en bolt	a bolt	grupo	alternativoj	prononco
level	risorto	en fjeder	a spring	grupo	alternativoj	prononco
level	amboso	en ambolt	an anvil	grupo	alternativoj	prononco
level	ruldomo (domveturilo)	en campingvogn, en autocamper	a camping car, a motor home	grupo	alternativoj	prononco
level	rulseĝo	en kørestol	a wheelchair	grupo	alternativoj	prononco
level	rulŝtono	en flodklippe, en sten	a river rock, a pebble	grupo	alternativoj	prononco
level	artifiko	et kunstgreb, et trick	an artifice, a trick	grupo	alternativoj	prononco
level	sceptro	et scepter	a scepter	grupo	alternativoj	prononco
level	selo	en sadel	a saddle	grupo	alternativoj	prononco
level	servico	et porcelænssæt, en service	a crokery set, a service	grupo	alternativoj	prononco
level	simulanto	en syg patient, en malinger	a sick patient, a malingerer	grupo	alternativoj	prononco
level	skarpo	et tørklæde	a scarf	grupo	alternativoj	prononco
level	skermado	hegn	fencing	grupo	alternativoj	prononco
level	sketilo	en skøjte (=glitilo)	a skate (=glitilo)	grupo	alternativoj	prononco
level	ĉarniro	et hængsel	a hinge	grupo	alternativoj	prononco
level	spektanto	en tilskuer, en seer	a spectator, a viewer	grupo	alternativoj	prononco
level	spino (vertebraro)	en rygsøjle	a spine	grupo	alternativoj	prononco
level	sprono	en spore	a spur	grupo	alternativoj	prononco
level	stampilo	et stempel, et slag	a stamp, a punch	grupo	alternativoj	prononco
level	stepo	en steppe	a steppe	grupo	alternativoj	prononco
level	stetoskopo	et stetoskop	a stethoscope	grupo	alternativoj	prononco
level	stipendiulo	en udstiller, en lærd	an exhibitioner, a scholar	grupo	alternativoj	prononco
level	stuci	at trimme, at polardere	to trim, to pollard	grupo	alternativoj	prononco
level	sukringo	en træring, årring	a tree ring, anual ring	grupo	alternativoj	prononco
level	surfado	surfing	surfing	grupo	alternativoj	prononco
level	surfo	en surf	a surf	grupo	alternativoj	prononco
level	surfotabulo	et surfbræt	a surfing board	grupo	alternativoj	prononco
level	svatanto	en mellemmand, en matchmaker	a gobetween, a matchmaker	grupo	alternativoj	prononco
level	tajdo	et tidevand	a tide	grupo	alternativoj	prononco
level	talpo	en muldvarp	a mole	grupo	alternativoj	prononco
level	tamburisto	en trommeslager	a drummer	grupo	alternativoj	prononco
level	tanko	en tank	a tank	grupo	alternativoj	prononco
level	telerlavujo	en vask	a sink	grupo	alternativoj	prononco
level	tempopasigo	et tidsfordriv	a passtime	grupo	alternativoj	prononco
level	terfalo	et jordskred	a landslide	grupo	alternativoj	prononco
level	tineo	en tineid, en tøjmøl	a tineid, a clothes moth	grupo	alternativoj	prononco
level	bubalo	en bøffel	a buffalo	grupo	alternativoj	prononco
level	tornistro (dorsosako)	en rygsæk (rygsæk)	a backpack (backpack)	grupo	alternativoj	prononco
level	trifolio	en kløver, en shamrock	a clover, a shamrock	grupo	alternativoj	prononco
level	trompisto	en bedrager	an impostor	grupo	alternativoj	prononco
level	tropiko	en trope	a tropic	grupo	alternativoj	prononco
level	vakero	en cowboy	a cowboy	grupo	alternativoj	prononco
level	vangokaveto	en fordybning	a dimple	grupo	alternativoj	prononco
level	vartistino	en barnepige, en børnepasser, en babysitter	a nanny, a child carer, a babysitter	grupo	alternativoj	prononco
level	venuso	Venus	Venus	grupo	alternativoj	prononco
level	videokamerao	et videokamera	a video camera	grupo	alternativoj	prononco
level	vintrodormo	en dvale	a hibernation	grupo	alternativoj	prononco
level	voĉkordoj	stemmebånd	vocal cords	grupo	alternativoj	prononco
level	zipo	en lynlås	a zipper	grupo	alternativoj	prononco
level	zookulturado	opdræt af dyr	farming of animals	grupo	alternativoj	prononco
level	agonii	at lide dødens vold, at være døende	to suffer the throes of death, to be dying	grupo	alternativoj	prononco
level	ĉarlatano	en charlatan	a charlatan	grupo	alternativoj	prononco
level	ĉasaviadilo	et jagerfly	a fighter plane	grupo	alternativoj	prononco
level	ĉenkanto	en kanonsang, en rund sang	a canon song, a round song	grupo	alternativoj	prononco
level	ĉielskrapulo	en skyskraber	a skyscraper	grupo	alternativoj	prononco
level	ĉizilo	en mejsel	a chisel	grupo	alternativoj	prononco
level	ĝibulo	en pukkelryg	a hunchback	grupo	alternativoj	prononco
level	ŝovelmaŝino	en gravemaskine	an excavator	grupo	alternativoj	prononco
level	ŝpateto	en hakke, en lille spade	a hoe, a small spade	grupo	alternativoj	prononco
level	ŝprucigilo	en sprinkler	a sprinkler	grupo	alternativoj	prononco
level	ŝtupetaro	en stige	a ladder	grupo	alternativoj	prononco
level	ŝukorno	et skohorn	a shoe horn	grupo	alternativoj	prononco
level	branko	en gælle, en branchia	a gill, a branchia	grupo	alternativoj	prononco
level	afekti	at foregive, at lade som om	to feign, to pretend	grupo	alternativoj	prononco
level	kaleŝo	en vogn	a carriage	grupo	alternativoj	prononco
level	ĉarpenti	at tømre, bygge, bygge	to carpenter, to build, to construct	grupo	alternativoj	prononco
level	atenci	at overfalde	to assault	grupo	alternativoj	prononco
level	cimo	en væggelus, en hemipteran	a bedbug, a hemipteran	grupo	alternativoj	prononco
level	argilo	ler	clay	grupo	alternativoj	prononco
level	amfibio	en padde	an amphibian	grupo	alternativoj	prononco
level	abdiko	abdikation	abdication	grupo	alternativoj	prononco
level	degeneri	at degenerere	to degenerate	grupo	alternativoj	prononco
level	adulto	et utroskab	an adultery	grupo	alternativoj	prononco
level	ardeo	en hejre	a heron	grupo	alternativoj	prononco
level	absorbo	absorption	absorption	grupo	alternativoj	prononco
level	abato	en abbed	an abbot	grupo	alternativoj	prononco
level	arĉo	en bue af musikinstrumenter	a bow of musical instruments	grupo	alternativoj	prononco
level	asparago	asparges	asparagus	grupo	alternativoj	prononco
level	akuto	akuthed	acuteness	grupo	alternativoj	prononco
level	absinto	absint, et ormetræ	absinth, a worm wood	grupo	alternativoj	prononco
level	akaro	en mide	a mite	grupo	alternativoj	prononco
level	alciono	en halcyon, en isfugl	a halcyon, a kingfisher	grupo	alternativoj	prononco
level	akuŝo	at være i fødsel, at føde	to be in labor, to give birth	grupo	alternativoj	prononco
level	agaco	forværring, ærgrelse, irritation	aggravation, annoyance, irritation	grupo	alternativoj	prononco
level	amelo	stivelse	starch	grupo	alternativoj	prononco
level	akaparo	krængning af markedet, monopol	cornering the market, monopoly	grupo	alternativoj	prononco
level	ĉasta	kysk	chaste	grupo	alternativoj	prononco
level	civeto	en civet (=cibeto)	a civet (=cibeto)	grupo	alternativoj	prononco
level	Aleksandro	Alexander	Alexander	grupo	alternativoj	prononco
level	absceso	en byld	an abscess	grupo	alternativoj	prononco
level	Anunciacio	Bebudelse	Annunciation	grupo	alternativoj	prononco
level	alno	en elle, en ældste	an alder, an elder	grupo	alternativoj	prononco
level	alteo	Althea, hibiscus	Althea, hibiscus	grupo	alternativoj	prononco
level	akcipitro	en gåhøg, en hwak	a goshawk, a hwak	grupo	alternativoj	prononco
level	amputo	amputation	amputation	grupo	alternativoj	prononco
level	altaro	et alter	an altar	grupo	alternativoj	prononco
level	ablativo	ablativ	ablative	grupo	alternativoj	prononco
level	aluno	alun	alum	grupo	alternativoj	prononco
level	amoniako	vandfri ammoniak	anhydrous ammonia	grupo	alternativoj	prononco
level	amortizo	amortisering	amortization	grupo	alternativoj	prononco
level	stevardo	en steward	a steward	grupo	alternativoj	prononco
level	stevardino	en stewardesse	a stewardess	grupo	alternativoj	prononco
level	blizardo	en snestorm	a blizzard	grupo	alternativoj	prononco
level	debuti	at debutere	to debut	grupo	alternativoj	prononco
level	delto	delta	delta	grupo	alternativoj	prononco
level	orumi	at plade i guld, at overforgylde	to plate in gold, to overgild	grupo	alternativoj	prononco
level	apokalipsa	apokalyptisk	apocalyptic	grupo	alternativoj	prononco
level	ribelo	et oprør, et oprør	a rebellion, uprising	grupo	alternativoj	prononco
level	baledo	ballet	ballet	grupo	alternativoj	prononco
level	bangalo	en bungalow	a bungalow	grupo	alternativoj	prononco
level	pikniki	at tage på skovtur, at tage på skovtur	to picnic, to go on a picnic	grupo	alternativoj	prononco
level	avataro	en avatar	an avatar	grupo	alternativoj	prononco
level	centavo	en centavo	a centavo	grupo	alternativoj	prononco
level	branpano	et fuldkornsbrød	a wholemeal bread	grupo	alternativoj	prononco
level	aermatraco	en luftseng	an airbed	grupo	alternativoj	prononco
level	banĝo	en banjo	a banjo	grupo	alternativoj	prononco
level	bideo	et bidet	a bidet	grupo	alternativoj	prononco
level	apendico	bilag	appendix	grupo	alternativoj	prononco
level	flankokupo	et tidsfordriv, en hobby	a pastime, a hobby	grupo	alternativoj	prononco
level	agavo	Agave	Agave	grupo	alternativoj	prononco
level	brezi	at braisere (ved svag varme)	to braise (in weak heat)	grupo	alternativoj	prononco
level	demenco	en demens	a dementia	grupo	alternativoj	prononco
level	ĉevalpovo	en hestekræfter	a horsepower	grupo	alternativoj	prononco
level	cipreso	en cypres	a cypress	grupo	alternativoj	prononco
level	citro	en citer (instrument)	a zither (instrument)	grupo	alternativoj	prononco
level	abituro	en high school kandidat, en arbituro	a high-school graduate, an arbituro	grupo	alternativoj	prononco
level	anso	et håndtag, en lås, en knop	a handle, a latch, a knob	grupo	alternativoj	prononco
level	harti	at befæste jern	to fortify iron	grupo	alternativoj	prononco
level	monitoro	en skærm	a monitor	grupo	alternativoj	prononco
level	bonhavo	et aktiv, en besiddelse, en ejendom	an asset, a possession, a property	grupo	alternativoj	prononco
level	afido	en bladlus, bladlus (insekt)	an aphid, aphis (insect)	grupo	alternativoj	prononco
level	ceceo	en tsetse-flue	a tsetse fly	grupo	alternativoj	prononco
level	anemio	anæmi (mangel på blod)	anemia (lack of blood)	grupo	alternativoj	prononco
level	bromelio	bromelia (en plante)	bromelia (a plant)	grupo	alternativoj	prononco
level	araŭkario	et abe-puslespil, en Chili-fyr	a monkey puzzle, a Chili pine	grupo	alternativoj	prononco
level	akaĵuo	en cashewnød, en cachewnød	a cashew, a cachew nut	grupo	alternativoj	prononco
level	zoologia	zoologisk	zoological	grupo	alternativoj	prononco
level	bucero	en næsehornsfugl (fugl)	a hornbill (bird)	grupo	alternativoj	prononco
level	Danubo	Donau	Danube	grupo	alternativoj	prononco
level	damasko	Damaskus	Damascus	grupo	alternativoj	prononco
level	dativo	dativ	dative	grupo	alternativoj	prononco
level	daturo	et tornæble, jimson-ukrudt	a thorn apple, jimson weed	grupo	alternativoj	prononco
level	deĉifro	dechifrere	decipher	grupo	alternativoj	prononco
level	decimalo	en decimal	a decimal	grupo	alternativoj	prononco
level	bombardo	bombardement	bombardment	grupo	alternativoj	prononco
level	bramo	Brahma	Brahma	grupo	alternativoj	prononco
level	brano	klid	bran	grupo	alternativoj	prononco
level	brogo	skoldning, læg i kogende vand	scalding, put in boiling water	grupo	alternativoj	prononco
level	bojkoto	en boykot	a boycott	grupo	alternativoj	prononco
level	bokso	boksning	boxing	grupo	alternativoj	prononco
level	bobeno	en spole, en spole, en spole	a reel, a spool, a bobbin	grupo	alternativoj	prononco
level	biso	et ekstraopkald	an encore call	grupo	alternativoj	prononco
level	bismuto	vismut	bismuth	grupo	alternativoj	prononco
level	boao	en boa	a boa	grupo	alternativoj	prononco
level	avelo	en hasselnød	a hazelnut	grupo	alternativoj	prononco
level	azoto	azot, nitrogen	azote, nitrogen	grupo	alternativoj	prononco
level	aroganta	arrogant	arrogant	grupo	alternativoj	prononco
level	Antono	Anthony	Anthony	grupo	alternativoj	prononco
level	Anno	Anna	Anna	grupo	alternativoj	prononco
level	Berto	Bert	Bert	grupo	alternativoj	prononco
level	apelacio	en appel, en anklager	an appeal, an accuser	grupo	alternativoj	prononco
level	antimono	(chem) antimon	(chem)  antimony	grupo	alternativoj	prononco
level	apokrifo	apokryfer	apocrypha	grupo	alternativoj	prononco
level	apoteozo	apoteose	apotheosis	grupo	alternativoj	prononco
level	ardezo	skifer	slate	grupo	alternativoj	prononco
level	anizo	en anis	an anise	grupo	alternativoj	prononco
level	aso	es	ace	grupo	alternativoj	prononco
level	artrito	gigt	arthritis	grupo	alternativoj	prononco
level	analogo	analog	analogue	grupo	alternativoj	prononco
level	anekso	annektering	annexation	grupo	alternativoj	prononco
level	aŭtonomo	selvstændighed, selvstændighed	independence, autonomity	grupo	alternativoj	prononco
level	banalo	at være banal, en hverdag	being banal, a commonplace	grupo	alternativoj	prononco
level	balustrado	balustrade, et rækværk	balustrade, a railing	grupo	alternativoj	prononco
level	bando	et band, en bande	a band, a gang	grupo	alternativoj	prononco
level	bankroto	konkurs	bankruptcy	grupo	alternativoj	prononco
level	bajoneto	en bajonet	a bayonet	grupo	alternativoj	prononco
level	cedro	et cedertræ	a cedar	grupo	alternativoj	prononco
level	ĉano	en hane (af en pistol), en hammer (af en pistol)	a cock (of a gun), a hammer (of a gun)	grupo	alternativoj	prononco
