C.cs content.tsv
Level	Esperanto	cs	en-us	Grupo	Alternativoj	Pronoco
level	ornitologo	ornitolog	an ornithologist	grupo	alternativoj	prononco
level	paleografo	paleograf	a paleographer	grupo	alternativoj	prononco
level	paleontologo	paleontolog	a paleontologist	grupo	alternativoj	prononco
level	patologo	patolog	a pathologist	grupo	alternativoj	prononco
level	plutokrato	plutokrat	a plutocrat	grupo	alternativoj	prononco
level	teokrato	teokrat	a theocrat	grupo	alternativoj	prononco
level	tipografo	typograf	a typographer	grupo	alternativoj	prononco
level	topografo	topograf	a topographer	grupo	alternativoj	prononco
level	zoologo	zoolog	a zoologist	grupo	alternativoj	prononco
level	aristokratio	aristokracie	aristocracy	grupo	alternativoj	prononco
level	arkaismo	archaismus (=arĥaismo)	archaism (=arĥaismo)	grupo	alternativoj	prononco
level	difterio	záškrt (=difterito)	diphtheria (=difterito)	grupo	alternativoj	prononco
level	fotografio	fotografování	photography	grupo	alternativoj	prononco
level	litografio	litografie	lithography	grupo	alternativoj	prononco
level	tonelo	tunu	a ton	grupo	alternativoj	prononco
level	vipero	vipero (=vipuro)	a vipero (=vipuro)	grupo	alternativoj	prononco
level	kontrapunkto	kontrapunkt (hudební skládání)	counterpoint (a musical composing)	grupo	alternativoj	prononco
level	ĉizi	dlát, tesat	to chisel, to carve	grupo	alternativoj	prononco
level	ĉe-metodo	che-metoda, přímá metoda výuky esperanta	a che-method, a direct method of teaching Esperanto	grupo	alternativoj	prononco
level	betono	beton	a concrete	grupo	alternativoj	prononco
level	orgeno	varhany (hudební nástroj)	an organ (musical instrument)	grupo	alternativoj	prononco
level	orgasmo	orgasmus	an orgasm	grupo	alternativoj	prononco
level	rendevutabulo	rendez-vous stůl	a rendez-vous table	grupo	alternativoj	prononco
level	aboco	ABC, základní nátěr	ABC, a primer	grupo	alternativoj	prononco
level	bikonveksa	bikonvexní	biconvex	grupo	alternativoj	prononco
level	bikonkava	bikonkávní	biconcave	grupo	alternativoj	prononco
level	aidoso	AIDS	AIDS	grupo	alternativoj	prononco
level	operatoro	operátor	an operator	grupo	alternativoj	prononco
level	opalo	opál	an opal	grupo	alternativoj	prononco
level	prestidigito	kouzlo (trik)	a magic (trick)	grupo	alternativoj	prononco
level	jaĥto	jachta	a yacht	grupo	alternativoj	prononco
level	palpebrumi	mrkat, mrkat	to wink, to blink	grupo	alternativoj	prononco
level	lupe	jako vlk	like a wolf	grupo	alternativoj	prononco
level	haladzo	smrad, smrad	stench, stink	grupo	alternativoj	prononco
level	laborigi	přimět (někoho) pracovat	to make (someone) to work	grupo	alternativoj	prononco
level	apetigi	ochutnat	to appetize	grupo	alternativoj	prononco
level	bokalo	sklenice	a jar	grupo	alternativoj	prononco
level	liniilo	pravítko, pravítko	a ruler, a straightedge	grupo	alternativoj	prononco
level	metiejo	dílna, staveniště, ateliér	a workshop, a jobsite, a studio	grupo	alternativoj	prononco
level	staleto	malá stáj, malý stání, malá kůlna	a small stable, a small stall, a small shed	grupo	alternativoj	prononco
level	korbeto	malý košík, punč	a small basket, a punnet	grupo	alternativoj	prononco
level	kolombeto	malý holub	a small pidgeon	grupo	alternativoj	prononco
level	cindrujo	popelník	an ashtray	grupo	alternativoj	prononco
level	telefone	na telefonu	on a telephone	grupo	alternativoj	prononco
level	subito	náhlost	suddenness	grupo	alternativoj	prononco
level	bakisto	pekař	a baker	grupo	alternativoj	prononco
level	farejo	pivovar	a brewery	grupo	alternativoj	prononco
level	atestanto	svědek	a witness	grupo	alternativoj	prononco
level	amplifikatoro	zesilovač	an amplifier	grupo	alternativoj	prononco
level	zigzage	v cikcaku	in zigzag	grupo	alternativoj	prononco
level	koboldo	kobold, goblin	a kobold, a goblin	grupo	alternativoj	prononco
level	ordinala	řadové	ordinal	grupo	alternativoj	prononco
level	ĉampioneco	mistrovství	a championship	grupo	alternativoj	prononco
level	aŭdantaro	publikum, diváci (=spektantaro)	audience, spectators (=spektantaro)	grupo	alternativoj	prononco
level	violonĉelo	violoncello	a cello	grupo	alternativoj	prononco
level	kasedaparato	kazetový přehrávač	a cassette player	grupo	alternativoj	prononco
level	kampadejo	tábořiště, tábořiště	a camping ground, a camping site	grupo	alternativoj	prononco
level	avido	chtivost, chamtivost	avidity, greediness	grupo	alternativoj	prononco
level	korono	korona	a corona	grupo	alternativoj	prononco
level	klarneto	klarinet	a clarinet	grupo	alternativoj	prononco
level	tajpisto	písařka	a typist	grupo	alternativoj	prononco
level	tajpilo	psací stroj (nástroj) (=skribmaŝino)	a typewriter (tool) (=skribmaŝino)	grupo	alternativoj	prononco
level	lanfadeno	česaný	a worsted	grupo	alternativoj	prononco
level	traveturo	průjezd	a drive-through	grupo	alternativoj	prononco
level	balisto	balista	a ballista	grupo	alternativoj	prononco
level	vendota	na prodej	for sale	grupo	alternativoj	prononco
level	fervorulo	fanoušek, oddaný, zeelot, nadšenec	a fan, a devotee, a zeelot, an enthusiast	grupo	alternativoj	prononco
level	hokeo	hokej	a hockey	grupo	alternativoj	prononco
level	antibiotiko	antibiotikum	an antibiotic	grupo	alternativoj	prononco
level	konfuzilo	něco, co mate	something that confuses	grupo	alternativoj	prononco
level	ŝlagro	hitovka	a hit song	grupo	alternativoj	prononco
level	abako	počítadlo	an abacus	grupo	alternativoj	prononco
level	Adamo	Adame	Adam	grupo	alternativoj	prononco
level	aklamo	aklamace (radostná)	an acclamation (joyful)	grupo	alternativoj	prononco
level	akrobata trupo	akrobatské jednotky	acrobat troops	grupo	alternativoj	prononco
level	akvoralo	vodní kolejnice	a water rail	grupo	alternativoj	prononco
level	alta tajdo	příliv	a high tide	grupo	alternativoj	prononco
level	altruisto	altruista	an altruist	grupo	alternativoj	prononco
level	analekto	analekto	an analecto	grupo	alternativoj	prononco
level	aperitivo	předkrm	an appetizer	grupo	alternativoj	prononco
level	arkeo	(Noemova archa	(Noah's) ark	grupo	alternativoj	prononco
level	armistica linio	linie příměří	a truce line	grupo	alternativoj	prononco
level	aŭtodidakto	autodidakt, samouk	an autodidact, a self-taught person	grupo	alternativoj	prononco
level	bankizo	ledová čepice, kra	a ice cap, a floe	grupo	alternativoj	prononco
level	baskulo	zvedací páka, spoušť, balancování	a bascule lever, a trigger, a teeter-totter	grupo	alternativoj	prononco
level	baskulponto	padací most, zvedací most	a drawbridge, a bascule bridge	grupo	alternativoj	prononco
level	bazarkorbo	nákupní tašku	a shopping bag	grupo	alternativoj	prononco
level	Betoveno	Beethoven	Beethoven	grupo	alternativoj	prononco
level	bibliofilo	bibliofil	a bibliophile	grupo	alternativoj	prononco
level	boaco	sob	a reindeer	grupo	alternativoj	prononco
level	boksisto	boxer	a boxer	grupo	alternativoj	prononco
level	brizo	vánek	a breeze	grupo	alternativoj	prononco
level	brodaĵo	výšivka	an embroidery	grupo	alternativoj	prononco
level	bufro	nárazník, nárazník	a buffer, a bumper	grupo	alternativoj	prononco
level	buldozo	buldozer	a bulldozer	grupo	alternativoj	prononco
level	bumerango	bumerang	a boomerang	grupo	alternativoj	prononco
level	burso (monujo)	peněženka	a purse	grupo	alternativoj	prononco
level	celtabulo	cíl	a target	grupo	alternativoj	prononco
level	centaŭro	Kentaurus	Centaurus	grupo	alternativoj	prononco
level	cerba hemoragio	mozkové krvácení	a cerebral hemorrhage	grupo	alternativoj	prononco
level	deliraĵo	bláznivá řeč	a crazy talk	grupo	alternativoj	prononco
level	disertacio	disertační práce, diplomová práce	a dissertation, a thesis	grupo	alternativoj	prononco
level	dormiranto	náměsíčný	a sleepwalker	grupo	alternativoj	prononco
level	duno	duna	a dune	grupo	alternativoj	prononco
level	duonpatrino	nevlastní matka	a stepmother	grupo	alternativoj	prononco
level	elevatoro	výtah	an elevator	grupo	alternativoj	prononco
level	endoskopo	endoskop	a endoscope	grupo	alternativoj	prononco
level	erinaco	ježek	a hedgehog	grupo	alternativoj	prononco
level	ermito	poustevník	an hermit	grupo	alternativoj	prononco
level	eskadro (floto)	flotila	a fleet	grupo	alternativoj	prononco
level	esperantologo	Studium esperanta	Esperanto-Study	grupo	alternativoj	prononco
level	fajfilo	píšťalka	a whistle	grupo	alternativoj	prononco
level	faladpupo	roly poly hračka	a roly poly toy	grupo	alternativoj	prononco
level	falĉilo	kosa	a scythe	grupo	alternativoj	prononco
level	farbisto	malíř	a painter	grupo	alternativoj	prononco
level	fasto	půst (zdržování se jídla), půst	fasting (abstaining from food), fast	grupo	alternativoj	prononco
level	fazano	bažant	a pheasant	grupo	alternativoj	prononco
level	figursketado	krasobruslení (=artsketado)	a figure skating (=artsketado)	grupo	alternativoj	prononco
level	flava sablero	žlutý písek	a yellow sand	grupo	alternativoj	prononco
level	forcejo	skleník	a greenhouse	grupo	alternativoj	prononco
level	forĝisto	kovář, černý kovář	a smith, a black smith	grupo	alternativoj	prononco
level	forsitio	zlatice	a forsythia	grupo	alternativoj	prononco
level	fortreso	pevnost	a fortress	grupo	alternativoj	prononco
level	galerio	galerie	a gallery	grupo	alternativoj	prononco
level	garantiulo	rukojmí	a hostage	grupo	alternativoj	prononco
level	gardrelo	gardová kolejnice, vodicí kolejnice	a gard rail, a guide rail	grupo	alternativoj	prononco
level	gargaraĵo	kloktadlo	a gargle	grupo	alternativoj	prononco
level	gazono	trávník	a lawn	grupo	alternativoj	prononco
level	glubendo	lepicí páskou	an adhesive tape	grupo	alternativoj	prononco
level	gongo	gong	a gong	grupo	alternativoj	prononco
level	grenado	granát	a grenade	grupo	alternativoj	prononco
level	heredanto	dědicem, oprávněným, nástupcem	an heir, a beneficiary, a successor	grupo	alternativoj	prononco
level	Herzberg	Herzberg	Herzberg	grupo	alternativoj	prononco
level	hipnotismo	hypnotismus	hypnotism	grupo	alternativoj	prononco
level	hirudo	pijavice	a leech	grupo	alternativoj	prononco
level	homtruo	mužská díra	a man hole	grupo	alternativoj	prononco
level	huffero	podkova, kopyto	a horseshoe, a hoof	grupo	alternativoj	prononco
level	huligano	chuligán	a hooligan	grupo	alternativoj	prononco
level	inkubatoro	inkubátor	an incubator	grupo	alternativoj	prononco
level	jahurto	jogurt	yogurt	grupo	alternativoj	prononco
level	kablotramo (~trajno)	lanovka, lanovka	a funicular, a cable tram	grupo	alternativoj	prononco
level	kadro de pentraĵo	rám obrazu	a frame of a picture	grupo	alternativoj	prononco
level	kalvulo	holohlavý	a bald headed	grupo	alternativoj	prononco
level	kamentubo	komín	a chimney	grupo	alternativoj	prononco
level	kanjono	kaňon	a canyon	grupo	alternativoj	prononco
level	kano	hůl	a cane	grupo	alternativoj	prononco
level	kapuĉo	kapuce, kukla	a hood, a cowl	grupo	alternativoj	prononco
level	karaso	karas	a crucian carp	grupo	alternativoj	prononco
level	kariertabelo	resumé	a résumé	grupo	alternativoj	prononco
level	karolo	koleda	a carol	grupo	alternativoj	prononco
level	kasko	přilba, přilba	a helmet, a casque	grupo	alternativoj	prononco
level	kiraso	brnění, obrněné auto, pancéřová deska	a armor, an armored car, armor plate	grupo	alternativoj	prononco
level	klaŭno	klaun	a clown	grupo	alternativoj	prononco
level	kokosujo (kokosarbo)	kakaový strom	a cocoa tree	grupo	alternativoj	prononco
level	koloseo	Koloseum	Coliseum	grupo	alternativoj	prononco
level	kolumbario	kostnice, katakomba	a ossuary, a catacombo	grupo	alternativoj	prononco
level	komikulo	komik	a comedian	grupo	alternativoj	prononco
level	kompakt-disko	kompaktní disk	a compact-disc	grupo	alternativoj	prononco
level	konsilanto	poradce, poradce	an adviser, a counsellor	grupo	alternativoj	prononco
level	kontanto	hotovostní peníze	a cash money	grupo	alternativoj	prononco
level	konvekto	konvekce	a convection	grupo	alternativoj	prononco
level	krevmaizo	popcorn	a popcorn	grupo	alternativoj	prononco
level	kriplulo	zmrzačený	a crippled	grupo	alternativoj	prononco
level	lafo	láva	lava	grupo	alternativoj	prononco
level	lambastono	berlička	a crutch	grupo	alternativoj	prononco
level	lampiro	svítící červ	a glow worm	grupo	alternativoj	prononco
level	leprulo	malomocný	a leper	grupo	alternativoj	prononco
level	levilo (leviero)	páka	a lever	grupo	alternativoj	prononco
level	lombardejo	zastavárna	a pawnshop	grupo	alternativoj	prononco
level	lulkanto	ukolébavku	a lullaby	grupo	alternativoj	prononco
level	malalta tajdo	odliv	a low tide	grupo	alternativoj	prononco
level	mefito	skunk	a skunk	grupo	alternativoj	prononco
level	meteostacio	meteorologická stanice	a meteostation	grupo	alternativoj	prononco
level	mielmonato	medový měsíc	a honey moon	grupo	alternativoj	prononco
level	mimo	mim	a mime	grupo	alternativoj	prononco
level	miopulo	krátkozraký člověk	a near-sighted person	grupo	alternativoj	prononco
level	mokso	moxování	a moxibustion	grupo	alternativoj	prononco
level	montra ŝranko	vitrína	a showcase	grupo	alternativoj	prononco
level	mutacio	mutace	a mutation	grupo	alternativoj	prononco
level	mutulo	němý člověk	a mute person	grupo	alternativoj	prononco
level	nano	trpaslík, trpaslík, človíček	a dwarf, a midget, a little person	grupo	alternativoj	prononco
level	NIFO	UFO	UFO	grupo	alternativoj	prononco
level	noktoklubo	noční klub	a nightclub	grupo	alternativoj	prononco
level	nutroĉeno	potravní řetězec	a food chain	grupo	alternativoj	prononco
level	otario	vydra	an otter	grupo	alternativoj	prononco
level	palpebrumo	mrknutí, mrknutí	a wink, a blink	grupo	alternativoj	prononco
level	paralizito	ochrnutý člověk	a palsied person	grupo	alternativoj	prononco
level	paŝtejo (ranĉo)	pastvina	a pasture	grupo	alternativoj	prononco
level	pastoro	pastor	a pastor	grupo	alternativoj	prononco
level	paviliono	pavilon	a pavilion	grupo	alternativoj	prononco
level	pediatro	dětský lékař, pediatr	a paediatrician, a pediatrist	grupo	alternativoj	prononco
level	pego	datel	a woodpecker	grupo	alternativoj	prononco
level	pendola buso	kyvadlový autobus	a pendulum bus	grupo	alternativoj	prononco
level	pesto	škůdce, mor	pest, plague	grupo	alternativoj	prononco
level	pezlevo (-isto)	vzpírání (vzpěrač)	weightlifting (a weightlifter)	grupo	alternativoj	prononco
level	piĵamo	pyžamo, pyžamo	pajama, pyjama	grupo	alternativoj	prononco
level	planklumoj	světelná rampa	footlights	grupo	alternativoj	prononco
level	plastika kirurgo	plastický chirurg	a plastic surgeon	grupo	alternativoj	prononco
level	pordfosto	zárubeň	a doorpost	grupo	alternativoj	prononco
level	pordistejo	místnost pro stráže, pokoj pro školníka	a guard room, a janitor room	grupo	alternativoj	prononco
level	printempa ekvinokso	jarní rovnodennost	a spring equinox	grupo	alternativoj	prononco
level	projekciilo	projektor	a projector	grupo	alternativoj	prononco
level	prokuroro	prokurátor, prokurista	a prosecutor, a procurator	grupo	alternativoj	prononco
level	pufpano (sponga ~)	pudinkový chléb	a custard bread	grupo	alternativoj	prononco
level	pulio	kladka	a pulley	grupo	alternativoj	prononco
level	rabatvendo	slevový prodej	a discount sales	grupo	alternativoj	prononco
level	radaro	radar	a radar	grupo	alternativoj	prononco
level	radioaktiveco	radioaktivita	a radioactivity	grupo	alternativoj	prononco
level	radioaparato	rádio	a radio	grupo	alternativoj	prononco
level	remaĉado	odměňování	remunation	grupo	alternativoj	prononco
level	remilo	veslo	an oar	grupo	alternativoj	prononco
level	reta gazeto	internetový časopis	an online magazine	grupo	alternativoj	prononco
level	rifuĝinto	uprchlík	a refugee	grupo	alternativoj	prononco
level	riglilo	šroub	a bolt	grupo	alternativoj	prononco
level	risorto	jaro	a spring	grupo	alternativoj	prononco
level	amboso	kovadlina	an anvil	grupo	alternativoj	prononco
level	ruldomo (domveturilo)	kempingové auto, obytné auto	a camping car, a motor home	grupo	alternativoj	prononco
level	rulseĝo	invalidní vozík	a wheelchair	grupo	alternativoj	prononco
level	rulŝtono	říční kámen, oblázek	a river rock, a pebble	grupo	alternativoj	prononco
level	artifiko	úskok, trik	an artifice, a trick	grupo	alternativoj	prononco
level	sceptro	žezlo	a scepter	grupo	alternativoj	prononco
level	selo	sedlo	a saddle	grupo	alternativoj	prononco
level	servico	sada nádobí, služba	a crokery set, a service	grupo	alternativoj	prononco
level	simulanto	nemocný pacient, podvodník	a sick patient, a malingerer	grupo	alternativoj	prononco
level	skarpo	šála	a scarf	grupo	alternativoj	prononco
level	skermado	oplocení	fencing	grupo	alternativoj	prononco
level	sketilo	skate (=glitilo)	a skate (=glitilo)	grupo	alternativoj	prononco
level	ĉarniro	pant	a hinge	grupo	alternativoj	prononco
